"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-10","0.00","54","69",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-11","0.00","54","71",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-12","0.00","54","71",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-13","0.00","52","66",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-14","0.00","50","65",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-15","0.00","48","62",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-16","0.00","47","63","38"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-17","0.00","47",,"37"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-18","0.00","46","62","36"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-19","0.00","47","63",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-20","0.00","46","63","36"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-21","0.00","45","60",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-22","0.00","45","61","35"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-23","0.00","45","62","34"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-24","0.00","45","62","32"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-25","0.00","45","62","36"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-26","0.00","45","63","32"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-27","0.00","48","67",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-28","0.00","49","67","36"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-29","0.00","49","67",
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-30","0.00","50","67","36"
"NP000444540","KATHMANDU AIRPORT, NP","2015-12-31","0.00","51",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-01","0.00","50","66",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-02","0.00","50","67",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-03","0.00","50","67","39"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-04","0.00","51","67","39"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-05","0.00","51","67","39"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-06","0.00","51","67","41"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-07","0.00","51","67","40"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-08","0.00","51","67",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-09","0.00","49","64",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-10","0.00","50","65",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-11","0.00","51","65",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-12","0.00","50","65",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-13","0.00","49","64",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-14","0.00","49","65","38"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-15","0.00","51","65",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-16","0.00","48","66",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-17","0.00","49","67","37"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-18","0.00","49","68",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-19","0.00","49","59","38"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-20","0.02","50","61","42"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-21","0.00","48","58",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-22","0.00","47","64",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-23","0.00","48","65",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-24","0.00","49","66","36"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-25","0.00","49","65","38"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-26","0.00","49","65",
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-27","0.00","48","61","40"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-28","0.00","48","62","39"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-29","0.00","49","64","39"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-30","0.00","50","67","38"
"NP000444540","KATHMANDU AIRPORT, NP","2016-01-31","0.00","50","67",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-01","0.00","51","69","39"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-02","0.00","51","70","38"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-03","0.00","51","70",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-04","0.00","51","70",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-05","0.00","52","70","41"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-06","0.00","53","67",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-07","0.00","56","74","41"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-08","0.14","53","63",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-09","0.01","53","71","43"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-10","0.00","53","71",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-11","0.00","54","72",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-12","0.00","53","74",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-13","0.00","54","76","39"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-14","0.00","55","77",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-15","0.00","54","77","38"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-16","0.00","56","74","38"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-17","0.00","58","80",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-18","0.00","60","80",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-19","0.00","62","82","45"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-20","0.00","60",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-21","0.00","61","81",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-22","0.00","60","81","45"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-23","0.00","58","78",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-24","0.00","56","73",
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-25","0.00","57","76","44"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-26","0.00","57","74","45"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-27","0.00","58","76","46"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-28","0.00","59","75","50"
"NP000444540","KATHMANDU AIRPORT, NP","2016-02-29","0.85","60","78",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-01","0.02","59","80","47"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-02","0.00","60","78","48"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-03","0.00","61","78","49"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-04","0.00","62","79",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-05","0.00","63","80","51"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-06","0.00","59","77",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-07","0.00","63","79","46"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-08","0.00","63","82",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-09","0.00","64",,"49"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-10","0.00","64","85","48"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-11","0.00","65","84","50"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-12","0.00","66","83","52"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-13","0.00","63","78",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-14","0.16","58","72",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-15","0.06","59","77","46"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-16","0.00","61","79","45"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-17","0.00","62","78","48"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-18","0.00","62","80",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-19","0.00","64","82","49"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-20","0.00","66","84","51"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-21","0.00","64","83",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-22","0.00","63","82","48"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-23","0.00","62","79",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-24","0.00","63","80","50"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-25","0.00","66","83",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-26","0.00","67","84","55"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-27","0.00","68","79","56"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-28","0.00","62","83",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-29","0.00","64","81",
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-30","0.00","67","83","53"
"NP000444540","KATHMANDU AIRPORT, NP","2016-03-31","0.15","61","80","54"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-01","0.15","64","77","55"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-02","0.00","66",,"59"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-03",,"69",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-04",,"69",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-05","0.00","72","86",
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-06","0.00","72","89",
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-07","0.00","72","90","56"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-08","0.00","70","87","54"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-09","0.00","71","89","54"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-10","0.00","72","90",
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-11","0.00","73","90",
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-12","0.00","71",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-13","0.00","71","87","54"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-14","0.00","72","87","57"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-15","0.00","71","88","58"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-16","0.00","73","87","59"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-17","0.00","72","83","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-18","0.00","71","91",
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-19","0.14","72","89","55"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-20","0.00","76","92","60"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-21","0.00","75","90",
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-22","0.00","74","92","60"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-23","0.00","72","91",
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-24","0.00","72","90","55"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-25","0.00","71",,"55"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-26","0.00","72","94",
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-27","0.00","73","92","55"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-28","0.00","74","91","58"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-29","0.00","74","92","56"
"NP000444540","KATHMANDU AIRPORT, NP","2016-04-30","0.00","73","92","56"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-01","0.00","74","92","57"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-02","0.00","73","87","61"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-03","0.00","69","85",
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-04","0.17","65","84","58"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-05","0.00","68","81","57"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-06","0.00","70","83","59"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-07","0.05","68","82","57"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-08","0.00","70","87","57"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-09","0.00","73","87",
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-10","0.23","69","86",
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-11","0.03","71","82","61"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-12","0.00","68",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-13","0.32","69","81",
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-14","0.09","72","83","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-15","0.05","74","87","64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-16","0.01","75","87","64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-17","0.20","70","89",
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-18","0.15","74","88","58"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-19","0.00","72",,"64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-20","0.39","69","82",
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-21","0.02","70","81","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-22","0.00","74","83","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-23","0.00","75",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-24","0.00","72","85",
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-25","0.18","67","81",
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-26","0.12","69","83","59"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-27","0.52","70","83","62"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-28","0.06","68","80","64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-29","0.22","66",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-30","0.00","69","82","58"
"NP000444540","KATHMANDU AIRPORT, NP","2016-05-31","0.44","69","83","62"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-01","0.01","71","82","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-02","0.69","75","84","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-03","0.00","74","88",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-04","0.00","75","84","56"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-05","0.69","73","85","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-06","0.68","73","83","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-07","0.02","74","87",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-08","0.10","73","86","64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-09","0.38","75","85","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-10","1.27","72","84",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-11","0.00","76","87","64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-12","1.35","74","84","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-13","0.13","76","86",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-14","0.00","76","87","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-15","0.73","73","83","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-16","0.41","72","79",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-17","0.12","74","86","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-18","0.14","74","86","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-19","0.53","75","85","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-20","1.54","73","83","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-21","1.56","71","80",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-22","0.38","71","78",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-23","0.00","75","83","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-24","0.00","74",,"69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-25","0.00","75","85","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-26","0.03","76","88",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-27","0.04","77","87","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-28","0.00","77","89","72"
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-29","2.72","75","89",
"NP000444540","KATHMANDU AIRPORT, NP","2016-06-30","2.04","72","83","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-01","2.09","69","72",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-02","0.54","71","81","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-03","0.08","74","86","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-04","0.66","75","86","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-05","0.15","76","83","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-06","0.00","75","85",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-07","0.24","75","87","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-08","0.01","76","86",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-09","0.00","75","87","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-10","0.10","75","86","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-11","0.37","74","84",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-12","0.08","76",,"70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-13","0.04","76","85","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-14","1.54","75","86","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-15","0.56","74","85",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-16","1.14","74","83","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-17","0.43","72",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-18","1.52","74","81","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-19","0.96","75","86",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-20","0.02","73","80","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-21","0.57","72","78",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-22","1.48","70","74",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-23","0.02","72","85","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-24","0.02","74","85","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-25","1.12","71","79",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-26","3.39","73","80","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-27","0.01","72","83",
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-28","0.26","72","80","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-29","0.43","72",,"67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-30","0.47","73",,"68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-07-31","0.11","72","77",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-01","0.36","72","83","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-02","0.07","74","85","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-03","0.04","75","86","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-04","0.30","76","89","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-05","0.00","75","89",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-06","0.52","75","85",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-07","0.01","76",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-08","0.08","75","87",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-09","0.09","75","85","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-10","0.01","73",,"69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-11","0.43","75","84",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-12","0.00","74","84","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-13","0.41","76","85","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-14","0.03","75","85","71"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-15","0.02","75","86","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-16","0.77","74","87","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-17","0.18","74","85","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-18","0.00","75","87",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-19","0.02","75","87","64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-20","0.20","77","87","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-21","0.10","75","88","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-22","0.35","72","81",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-23","0.09","74","84","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-24","0.00","75","87",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-25","0.00","78","90","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-26","0.61","75","84","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-27","0.00","78","90","70"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-28","0.00","75","89",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-29","0.02","75","85","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-30","0.02","74","85",
"NP000444540","KATHMANDU AIRPORT, NP","2016-08-31","0.43","74",,"67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-01","0.00","75","86","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-02","0.00","75","86",
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-03","2.44","73",,"67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-04","0.74","72",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-05","0.00","74","85","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-06","0.08","73","83",
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-07","0.24","73","85","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-08","0.09","74","85","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-09","0.00","74","85","69"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-10","0.62","71","79",
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-11","1.22","72","81","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-12","2.22","68","71",
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-13","0.01","71","78","65"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-14","0.34","74","86","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-15","0.94","73",,"67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-16","0.00","73","86","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-17","0.07","73","84","68"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-18","0.65","72","82","65"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-19","0.01","75","86","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-20","0.00","74","85",
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-21","0.94","69","80",
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-22","0.00","72","82","65"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-23","0.00","71","82",
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-24","0.49","68","76","65"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-25","0.06","69",,"64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-26","0.00","71","81","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-27","0.00","72","86","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-28","0.02","71",,"64"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-29","0.01","71","78","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-09-30","0.06","73","85","65"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-01","0.85","72","85","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-02","0.00","74","87","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-03","0.00","73","86",
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-04","0.00","73","84","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-05","0.07","72","82","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-06","0.06","73","82","67"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-07","0.00","71","83","65"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-08","0.00","71","83","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-09","0.00","70","81","66"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-10","0.01","71","85","65"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-11","0.01","70","83","62"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-12","0.00","70","82",
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-13","0.00","70","83","61"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-14","0.02","68","80","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-15","0.00","69","79","63"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-16","0.00","67","82",
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-17","0.00","68","82",
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-18","0.10","67","81","57"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-19","1.02","67","78",
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-20","0.00","65","80","55"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-21","0.00","66","81","54"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-22","0.00","65",,"54"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-23","0.00","65",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-24","0.00","66",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-25","0.00","66","81","55"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-26","0.00","65",,"54"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-27","0.00","64",,"54"
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-28","0.00","63",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-29",,"62",,
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-30","0.00","62","78",
"NP000444540","KATHMANDU AIRPORT, NP","2016-10-31","0.00","62","77","52"
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-01","0.00","64","80",
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-02","0.00","63","80","51"
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-03","0.00","62","80","50"
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-04","0.00","60","79",
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-05","0.00","60","76",
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-06","0.00","60","76",
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-07","0.00","59","74","48"
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-08","0.00","59","74","47"
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-09","0.00","60","76","48"
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-10","0.00","60","77","48"
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-11","0.00","61","77",
"NP000444540","KATHMANDU AIRPORT, NP","2016-11-12","0.00","60","76","49"
